en,fr,es,it
"Parle à l'infirmière Joëlle, elle est très gentille et elle soignera tes \c[2]Pokemon\c[0].","Parle à l'infirmière Joëlle, elle est très gentille et elle soignera tes \c[2]Pokemon\c[0].","Parle à l'infirmière Joëlle, elle est très gentille et elle soignera tes \c[2]Pokemon\c[0].","Parle à l'infirmière Joëlle, elle est très gentille et elle soignera tes \c[2]Pokemon\c[0]."
":[name=Facteur]:Hey !\nlLaisse-moi te raconter mes aventures de livreur de la semaine dernière, tu vas te fendre la poire ! ",":[name=Facteur]:Hey !\nlLaisse-moi te raconter mes aventures de livreur de la semaine dernière, tu vas te fendre la poire ! ",":[name=Facteur]:Hey !\nlLaisse-moi te raconter mes aventures de livreur de la semaine dernière, tu vas te fendre la poire ! ",":[name=Facteur]:Hey !\nlLaisse-moi te raconter mes aventures de livreur de la semaine dernière, tu vas te fendre la poire ! "
:[name=Facteur]:Je devais livrer un colis dans ce village paumé là...\nlmmm... \nlBourg-Guignon ! Je devais le livrer à la maison du Prof...\nlmmm...,:[name=Facteur]:Je devais livrer un colis dans ce village paumé là[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlmmm[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlBourg-Guignon ! Je devais le livrer à la maison du Prof[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlmmm[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10],:[name=Facteur]:Je devais livrer un colis dans ce village paumé là...\nlmmm... \nlBourg-Guignon ! Je devais le livrer à la maison du Prof...\nlmmm...,:[name=Facteur]:Je devais livrer un colis dans ce village paumé là...\nlmmm... \nlBourg-Guignon ! Je devais le livrer à la maison du Prof...\nlmmm...
":[name=Facteur]:Je sais plus quoi, bref, je l'ai mis dans l'une des boîtes aux lettres que j'ai vues et je me suis vite tiré quoi HAHAHA. ",":[name=Facteur]:Je sais plus quoi, bref, je l'ai mis dans l'une des boîtes aux lettres que j'ai vues et je me suis vite tiré quoi HAHAHA. ",":[name=Facteur]:Je sais plus quoi, bref, je l'ai mis dans l'une des boîtes aux lettres que j'ai vues et je me suis vite tiré quoi HAHAHA. ",":[name=Facteur]:Je sais plus quoi, bref, je l'ai mis dans l'une des boîtes aux lettres que j'ai vues et je me suis vite tiré quoi HAHAHA. "
":[name=Facteur]:Ho et attends, ce n'est pas la meilleure histoire ! \nlDeux jours plus tard, il y a une nouvelle demande de livraison. \nlEt là, jackpot, des chaussures de marque qui valent plus de 8000 Pokédollars ! ",":[name=Facteur]:Ho et attends, ce n'est pas la meilleure histoire ! \nlDeux jours plus tard, il y a une nouvelle demande de livraison. \nlEt là, jackpot, des chaussures de marque qui valent plus de 8000 Pokédollars ! ",":[name=Facteur]:Ho et attends, ce n'est pas la meilleure histoire ! \nlDeux jours plus tard, il y a une nouvelle demande de livraison. \nlEt là, jackpot, des chaussures de marque qui valent plus de 8000 Pokédollars ! ",":[name=Facteur]:Ho et attends, ce n'est pas la meilleure histoire ! \nlDeux jours plus tard, il y a une nouvelle demande de livraison. \nlEt là, jackpot, des chaussures de marque qui valent plus de 8000 Pokédollars ! "
":[name=Facteur]:Bon, elles étaient taille enfant mais je les ai prises et je vais les revendre HEHE. \nlLe gamin va se retrouver avec mes chaussures à la place HAHAHA ! \nlÇa ne devait pas sentir la rose BOUHAHA.",":[name=Facteur]:Bon, elles étaient taille enfant mais je les ai prises et je vais les revendre HEHE. \nlLe gamin va se retrouver avec mes chaussures à la place HAHAHA ! \nlÇa ne devait pas sentir la rose BOUHAHA.",":[name=Facteur]:Bon, elles étaient taille enfant mais je les ai prises et je vais les revendre HEHE. \nlLe gamin va se retrouver avec mes chaussures à la place HAHAHA ! \nlÇa ne devait pas sentir la rose BOUHAHA.",":[name=Facteur]:Bon, elles étaient taille enfant mais je les ai prises et je vais les revendre HEHE. \nlLe gamin va se retrouver avec mes chaussures à la place HAHAHA ! \nlÇa ne devait pas sentir la rose BOUHAHA."
:[name=Facteur]:Roh j'en peux plus de courir à droite à gauche pour amener des colis... vivement que je change de métier...\nlLaisse-moi un peu me reposer et je te raconterai de bonnes histoires !,":[name=Facteur]:Roh j'en peux plus de courir à droite à gauche pour amener des colis[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] vivement que je change de métier[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlLaisse-moi un peu me reposer et je te raconterai de bonnes histoires !\nlEn attendant, va faire une tour à la PokéBoutique.",:[name=Facteur]:Roh j'en peux plus de courir à droite à gauche pour amener des colis... vivement que je change de métier...\nlLaisse-moi un peu me reposer et je te raconterai de bonnes histoires !,:[name=Facteur]:Roh j'en peux plus de courir à droite à gauche pour amener des colis... vivement que je change de métier...\nlLaisse-moi un peu me reposer et je te raconterai de bonnes histoires !
Lui donner une correction !,Lui donner une correction !,Lui donner une correction !,Lui donner une correction !
Lui acheter les chaussures.,Lui acheter les chaussures.,Lui acheter les chaussures.,Lui acheter les chaussures.
S'en aller.,S'en aller.,S'en aller.,S'en aller.
