en,fr,es,it
"Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu.","Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu.","Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu.","Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu."
"Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle.","Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle.","Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle.","Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle."
":[align=center]:\s[i]Des livres de santé, sur la maladie de Creutzfeldt-Jakob des \c[2]Wattouat\c[0].\s[r]",":[align=center]:\s[i]Des livres de santé, sur la maladie de Creutzfeldt-Jakob des \c[2]Wattouat\c[0].\s[r]",,
"Bombance n'a jamais été attaqué par des groupe criminels comme la Team Rocket, la Team Aqua ou la Team Magma. \nlMais...\nlA cause de ces catastrophes climatiques, j'ai peur qu'ils se soient tous retrouvés sur cette région.\nlQuoi qu'il en soit le mal est toujours puni !","Bombance n'a jamais été attaqué par des groupe criminels comme la Team Rocket, la Team Aqua ou la Team Magma. \nlMais...\nlA cause de ces catastrophes climatiques, j'ai peur qu'ils se soient tous retrouvés sur cette région.\nlQuoi qu'il en soit le mal est toujours puni !",,
"J'adore donner un surnom à mes \c[2]Pokémon\c[0].\nlJe les reconnais plus facilement et ça leur donne un petit côté unique. \nlMon \c[2]Feuillajou\c[0] s'appelle Brocoli, car c'est à ça que j'ai pensé quand je l'ai capturé !\nlEt toi, je vois que tu a un \p[1] très joli, tu ne veux pas le renommer ?","J'adore donner un surnom à mes \c[2]Pokémon\c[0].\nlJe les reconnais plus facilement et ça leur donne un petit côté unique. \nlMon \c[2]Feuillajou\c[0] s'appelle Brocoli, car c'est à ça que j'ai pensé quand je l'ai capturé !\nlEt toi, je vois que tu a un \p[1] très joli, tu ne veux pas le renommer ?",,
Bien sûr !,Bien sûr !,,
"Non, merci.","Non, merci.",,
Reviens me voir si tu changes d'avis !,Reviens me voir si tu changes d'avis !,,
"Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu.","Bonjour, je suis désolée les combats en ligne ne sont pas encore implanter dans le jeu.",,
"\t[0,511] !","\t[0,511] !",,
"Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle.","Bonjour, la salle d'échange entre dresseur est occupée.\nlCependant, le système de GTS pour pouvoir échanger avec le monde entier est bien ouvert ! \nlIl vous suffit d'intéragir avec le système de commande de la planète au centre de la salle.",,
":[align=center]:\s[i]Des livres de santé, sur la maladie de Creutzfeldt-Jakob des \c[2]Wattouat\c[0].\s[r]",":[align=center]:\s[i]Des livres de santé, sur la maladie de Creutzfeldt-Jakob des \c[2]Wattouat\c[0].\s[r]",,
