en,fr,es,it
":[align=center]:\s[i]Haaaaa le guide du routard ! \nlEn plein d'exemplaires, il pourrait nous en filer un.\s[r]",":[align=center]:\s[i]Haaaaa le guide du routard ! \nlEn plein d'exemplaires, il pourrait nous en filer un.\s[r]",":[align=center]:\s[i]Haaaaa le guide du routard ! \nlEn plein d'exemplaires, il pourrait nous en filer un.\s[r]",":[align=center]:\s[i]Haaaaa le guide du routard ! \nlEn plein d'exemplaires, il pourrait nous en filer un.\s[r]"
"Ouilleouilleouille ! J'ai eu la frousse de ma vie quand j'ai vu cette homme en noir ! \nlJ'ai bien cru que c'était la crise cardiaque... \nlAvec tout ça, j'ai oublié de te dire qu'un peintre très célèbre venait de finir la carte de Bombance.\nlTu devrais aller le voir, il se trouve au lac des esprits, il a peut-être des lieux secrets à te révéler !","Ouilleouilleouille ! J'ai eu la frousse de ma vie quand j'ai vu cette homme en noir ! \nlJ'ai bien cru que c'était la crise cardiaque... \nlAvec tout ça, j'ai oublié de te dire qu'un peintre très célèbre venait de finir la carte de Bombance.\nlTu devrais aller le voir, il se trouve au lac des esprits, il a peut-être des lieux secrets à te révéler !","Ouilleouilleouille ! J'ai eu la frousse de ma vie quand j'ai vu cette homme en noir ! \nlJ'ai bien cru que c'était la crise cardiaque... \nlAvec tout ça, j'ai oublié de te dire qu'un peintre très célèbre venait de finir la carte de Bombance.\nlTu devrais aller le voir, il se trouve au lac des esprits, il a peut-être des lieux secrets à te révéler !","Ouilleouilleouille ! J'ai eu la frousse de ma vie quand j'ai vu cette homme en noir ! \nlJ'ai bien cru que c'était la crise cardiaque... \nlAvec tout ça, j'ai oublié de te dire qu'un peintre très célèbre venait de finir la carte de Bombance.\nlTu devrais aller le voir, il se trouve au lac des esprits, il a peut-être des lieux secrets à te révéler !"
Oh ! Tu as un cadeau pour moi ! \nlMais de qui vient cette PokeLoupe ?,Oh ! Tu as un cadeau pour moi ! \nlMais de qui vient cette PokeLoupe ?,Oh ! Tu as un cadeau pour moi ! \nlMais de qui vient cette PokeLoupe ?,Oh ! Tu as un cadeau pour moi ! \nlMais de qui vient cette PokeLoupe ?
Mr. Lunette,Mr. Lunette.,Mr. Lunette,Mr. Lunette
Mr. Zoom,Mr. Zoom.,Mr. Zoom,Mr. Zoom
"Mr. Lunette ?! \nlMmm, je ne connais pas mais bon c'est un cadeau, je prends ! \nlJe te remercie !!","Mr. Lunette ?! \nlMmm, je ne connais pas mais bon c'est un cadeau, je prends ! \nlJe te remercie !!","Mr. Lunette ?! \nlMmm, je ne connais pas mais bon c'est un cadeau, je prends ! \nlJe te remercie !!","Mr. Lunette ?! \nlMmm, je ne connais pas mais bon c'est un cadeau, je prends ! \nlJe te remercie !!"
Mr. Zoom tu dis ?! \nlRoh mais oui je l'avais oublié ce vieux sénile ! \nlToujours là pour me rappeler qu'il est toujours en vie le boug.\nlÇa fait longtemps que je ne suis pas allé le voir. ,Mr. Zoom tu dis ?! \nlRoh mais oui je l'avais oublié ce vieux sénile ! \nlToujours là pour me rappeler qu'il est toujours en vie le boug.\nlÇa fait longtemps que je ne suis pas allé le voir. ,Mr. Zoom tu dis ?! \nlRoh mais oui je l'avais oublié ce vieux sénile ! \nlToujours là pour me rappeler qu'il est toujours en vie le boug.\nlÇa fait longtemps que je ne suis pas allé le voir. ,Mr. Zoom tu dis ?! \nlRoh mais oui je l'avais oublié ce vieux sénile ! \nlToujours là pour me rappeler qu'il est toujours en vie le boug.\nlÇa fait longtemps que je ne suis pas allé le voir. 
"En même temps, il vit à l'autre bout de la ville.\nlMais pourquoi est-ce qu'il m'offre une PokeLoupe ?! \nlIl croit que je suis aussi gâteux que lui ?! \nlBen, garde la, j'en ai pas besoin, j'y vois très bien moi !","En même temps, il vit à l'autre bout de la ville.\nlMais pourquoi est-ce qu'il m'offre une PokeLoupe ?! \nlIl croit que je suis aussi gâteux que lui ?! \nlBen, garde la, j'en ai pas besoin, j'y vois très bien moi !","En même temps, il vit à l'autre bout de la ville.\nlMais pourquoi est-ce qu'il m'offre une PokeLoupe ?! \nlIl croit que je suis aussi gâteux que lui ?! \nlBen, garde la, j'en ai pas besoin, j'y vois très bien moi !","En même temps, il vit à l'autre bout de la ville.\nlMais pourquoi est-ce qu'il m'offre une PokeLoupe ?! \nlIl croit que je suis aussi gâteux que lui ?! \nlBen, garde la, j'en ai pas besoin, j'y vois très bien moi !"
"C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant."
"C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant.","C'est plus de mon âge tout ça, je vais rester tranquille chez moi à faire mes mots croisés, c'est plus reposant."
