en,fr,es,it
":[face=250,Policier;name=Inspecteur Flofli]:Rah les vils gredins comme toi, ils méritent la potence !",":[face=250,Policier;name=Inspecteur Flofli]:Rah les vils gredins comme toi, ils méritent la potence !",":[face=250,Policier;name=Inspecteur Flofli]:Rah les vils gredins comme toi, ils méritent la potence !",":[face=250,Policier;name=Inspecteur Flofli]:Rah les vils gredins comme toi, ils méritent la potence !"
:[name=Ameloy Poketoonz]:Flofli !,":[face=250,Silver,300;name=?]:Flofli !",:[name=Ameloy Poketoonz]:Flofli !,:[name=Ameloy Poketoonz]:Flofli !
":[face=250,Policier;name=Inspecteur Flofli]:Ho ! \nlDame Ameloy...",":[face=250,Policier;name=Inspecteur Flofli]:Ho ! \nlMonsieur Silver[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]",":[face=250,Policier;name=Inspecteur Flofli]:Ho ! \nlDame Ameloy...",":[face=250,Policier;name=Inspecteur Flofli]:Ho ! \nlDame Ameloy..."
:[name=Ameloy Poketoonz]:Laisse-nous ! \nlJe vais m'entretenir seul avec notre invité.,":[face=250,Silver,300;name=Silver]:Laisse-nous ! \nlJe vais m'entretenir seul avec notre invité.",:[name=Ameloy Poketoonz]:Laisse-nous ! \nlJe vais m'entretenir seul avec notre invité.,:[name=Ameloy Poketoonz]:Laisse-nous ! \nlJe vais m'entretenir seul avec notre invité.
":[face=250,Policier;name=Inspecteur Flofli]:Ho, oui assurément Dame Ameloy !",":[face=250,Policier;name=Inspecteur Flofli]:Ho, oui assurément Monsieur Silver !",":[face=250,Policier;name=Inspecteur Flofli]:Ho, oui assurément Dame Ameloy !",":[face=250,Policier;name=Inspecteur Flofli]:Ho, oui assurément Dame Ameloy !"
Mmm,":[face=250,Silver,300;name=Silver]:Mmm",Mmm,Mmm
:[name=Ameloy Poketoonz]:Je ne te pensais pas comme ça \n[1].\nlVoler un pauvre pépé sans défense !,":[face=250,Silver,300;name=Silver]:La chef ne te pensait pas comme ça \n[1].\nlVoler un pauvre pépé sans défense HAHA !",:[name=Ameloy Poketoonz]:Je ne te pensais pas comme ça \n[1].\nlVoler un pauvre pépé sans défense !,:[name=Ameloy Poketoonz]:Je ne te pensais pas comme ça \n[1].\nlVoler un pauvre pépé sans défense !
:[name=Ameloy Poketoonz]:Je suis Ameloy Poketoonz. \nlC'est la première fois que je te vois dans le coin.,":[face=250,Silver,300;name=Silver]:Je suis Silver, le bras droit de la plus grande organisation criminelle au monde : la Team Obscur !",:[name=Ameloy Poketoonz]:Je suis Ameloy Poketoonz. \nlC'est la première fois que je te vois dans le coin.,:[name=Ameloy Poketoonz]:Je suis Ameloy Poketoonz. \nlC'est la première fois que je te vois dans le coin.
":[name=Ameloy Poketoonz]:Dis-moi, pourquoi as-tu essayé de voler cette PokeLoupe ?",":[face=250,Silver,300;name=Silver]:Dis-moi, la chef a des questions pour toi, pourquoi as-tu essayé de voler cette PokeLoupe ?",":[name=Ameloy Poketoonz]:Dis-moi, pourquoi as-tu essayé de voler cette PokeLoupe ?",":[name=Ameloy Poketoonz]:Dis-moi, pourquoi as-tu essayé de voler cette PokeLoupe ?"
Pour une mission ! ,Pour une mission ! ,Pour une mission ! ,Pour une mission ! 
Je ne suis pas un voleur !,Je ne suis pas un voleur !,Je ne suis pas un voleur !,Je ne suis pas un voleur !
":[name=Ameloy Poketoonz]:Tu veux rester mystérieux... très bien. \nlJ'apprécie les personnes qui savent garder un secret. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou.",":[face=250,Silver,300;name=Silver]:Tu veux rester mystérieux[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] très bien. \nlLa chef apprécie les personnes qui savent garder un secret. \nlQue dirais-tu de travailler pour elle ? \nlEt en échange, je te fais sortir de ce trou.",":[name=Ameloy Poketoonz]:Tu veux rester mystérieux... très bien. \nlJ'apprécie les personnes qui savent garder un secret. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou.",":[name=Ameloy Poketoonz]:Tu veux rester mystérieux... très bien. \nlJ'apprécie les personnes qui savent garder un secret. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou."
"Oui, je veux sortir !","Oui, je veux sortir !","Oui, je veux sortir !","Oui, je veux sortir !"
Quel genre de travail ?,Quel genre de travail ?,Quel genre de travail ?,Quel genre de travail ?
Non.,Non.,Non.,Non.
":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[face=250,Silver,300;name=Silver]:Haha, quelqu'un qui ne pose pas trop de questions, la chef aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlElle veut tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !"
":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[face=250,Silver,300;name=Silver]:Fais attention à toi, si tu la dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours."
":[name=Ameloy Poketoonz]:Ha ! Tu as donc une certaine morale ?\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[face=250,Silver,300;name=Silver]:Ha ! Tu as donc une certaine morale ?\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlElle veut tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Ha ! Tu as donc une certaine morale ?\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Ha ! Tu as donc une certaine morale ?\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !"
":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[face=250,Silver,300;name=Silver]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu la dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours."
":[name=Ameloy Poketoonz]:Haha ! Comme si tu avais le choix.\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobe et que tu me le rapporte.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[face=250,Silver,300;name=Silver]:Haha ! Comme si tu avais le choix.\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlElle veut tout simplement que tu lui dérobe et que tu me le rapporte.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha ! Comme si tu avais le choix.\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobe et que tu me le rapporte.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha ! Comme si tu avais le choix.\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobe et que tu me le rapporte.\nlUne mission de voleur pour un voleur, rien de plus simple !"
":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[face=250,Silver,300;name=Silver]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:On va faire comme si tu avais accepté. \nlDe toute façon, si tu me dupes, tu finiras en prison pour le restant de tes jours."
":[name=Ameloy Poketoonz]:Hoho, voleur et menteur !\nlInterressant. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou.",":[face=250,Silver,300;name=Silver]:Hoho, voleur et menteur !\nlInterressant. \nlQue dirais-tu de travailler pour elle ? \nlEt en échange, je te fais sortir de ce trou.",":[name=Ameloy Poketoonz]:Hoho, voleur et menteur !\nlInterressant. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou.",":[name=Ameloy Poketoonz]:Hoho, voleur et menteur !\nlInterressant. \nlQue dirais-tu de travailler pour moi ? \nlEt en échange, je te fais sortir de ce trou."
"Oui, je veux sortir !","Oui, je veux sortir !","Oui, je veux sortir !","Oui, je veux sortir !"
Quel genre de travail ?,Quel genre de travail ?,Quel genre de travail ?,Quel genre de travail ?
Non.,Non.,Non.,Non.
":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[face=250,Silver,300;name=Silver]:Haha, quelqu'un qui ne pose pas trop de questions, la chef aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlElle veut tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !",":[name=Ameloy Poketoonz]:Haha, quelqu'un qui ne pose pas trop de questions, j'aime ça !\nlApparemment, un mercenaire fanfaronne sur l'île liberté car il possède le ""Précieux"".\nlJe veux tout simplement que tu lui dérobes et que tu me le rapportes.\nlUne mission de voleur pour un voleur, rien de plus simple !"
":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[face=250,Silver,300;name=Silver]:Fais attention à toi, si tu la dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours.",":[name=Ameloy Poketoonz]:Fais attention à toi, si tu me dupes, tu finiras en prison pour le restant de tes jours."
