en,fr,es,it
:[align=center]:Welcome to Cocovin !,:[align=center]:Bienvenue à Cocovin !,:[align=center]:¡ Bienvenido a Cocovin !,:[align=center]:Benvenuti a Cocovin !
\c[2]Pokemon\c[0] : Zigzaaaaaton !!,\c[2]Pokemon\c[0] : Zigzaaaaaton !!,\c[2]Pokemon\c[0] : Zigzaaaaaton !!,\c[2]Pokemon\c[0] : Zigzaaaaaton !!
On guard !,En garde !,¡ En guardia !,In guardia !
"Wow ! Okay, you beat me hands down, you deserve your diploma.","Woaw ! Ok, tu m'as mis une déculottée, tu mérites ton diplôme.","¡ Guau ! Vale, me has dado una paliza, te mereces tu diploma.","Wow ! Ok, mi hai battuto alla grande, ti meriti il tuo diploma."
"[face=250,Chen;name=Prof. Chen]:I saw your battle from the window, and I have approved your practical exam.  \nlI will send your new Trainer Card to Prof. Charme. \nlThis card will prove that you are now officially recognized as a Trainer !\nlCONGRATULATIONS !",":[face=250,Chen;name=Prof. Chen]:J'ai vu ton combat depuis la fenêtre, j’ai validé ta partie pratique.  \nlJe vais envoyer ta nouvelle carte de dresseur chez le Prof. Charme. \nlCette carte prouvera que tu es bel et bien reconnu comme dresseur !\nlFELICITATIONS !",":[face=250,Chen;name=Prof. Chen]:He visto tu combate desde la ventana y he aprobado tu parte práctica.  \nlVoy a enviar tu nueva tarjeta de entrenador al Prof. Charme. \nl¡ Esta tarjeta demostrará que eres un entrenador reconocido !\nl¡ ENHORABUENA !",":[face=250,Chen;name=Prof. Chen]:Ho visto il tuo combattimento dalla finestra e ho approvato la tua parte pratica.  \nlInvierò la tua nuova carta di allenatore al Prof. Charme. \nlQuesta carta dimostrerà che sei ufficialmente riconosciuto come allenatore !\nlCONGRATULAZIONI !"
":[face=250,Chen;name=Prof. Chen]:Alright, I'm going back to take care of the future champions !\nlGood luck to you.",":[face=250,Chen;name=Prof. Chen]:Allez je retourne m'occuper des futurs champions !\nlBonne continuation à toi.",":[face=250,Chen;name=Prof. Chen]:¡Bueno, voy a volver a ocuparme de los futuros campeones !\nlQue te vaya bien.",":[face=250,Chen;name=Prof. Chen]:Bene, torno a occuparmi dei futuri campioni !\nlBuona fortuna anche a te."
"Sorry, you won't graduate yet, I'm the best !","Désolé, tu ne seras pas encore diplômé, je suis le meilleur !","Lo siento, aún no te habrás graduado, ¡ yo soy el mejor !","Mi dispiace, non ti laureerai ancora, sono il migliore !"
":[face=250,Nurse;name=Nurse Joelle]:Your team is back on its feet. \nlBe careful next time !",":[face=250,Nurse;name=Infirmière Joelle]:Ton équipe est remise sur pied. \nlFait attention la prochaine fois !",":[face=250,Nurse;name=Enfermera Joelle]:Tu equipo está recuperado. \nl¡ Ten cuidado la próxima vez !",":[face=250,Nurse;name=Infermiera Joelle]:La tua squadra è di nuovo al completo. \nlStai più attento la prossima volta !"
"Listen, I don't mind beating you up, but my honor will take a hit \nlif I beat a student who hasn't even passed the theory part yet[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlCome back and fight me when you have it !","Écoute, ça ne me dérange pas de te mettre une déroutée mais mon honneur va en prendre un coup \nlsi je bats un élève qui n'a même pas sa partie théorique en poche[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlReviens te battre quand tu l'auras !","Escucha, no me importa darte una paliza, pero mi honor se verá afectado \nlsi le gano a un alumno que ni siquiera ha aprobado la parte teórica [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nl¡ Vuelve a pelear cuando lo hayas aprobado !","Senti, non mi dispiace darti una lezione, ma la mia reputazione ne risentirebbe \nlse battessi uno studente che non ha ancora superato la parte teorica [WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\nlTorna a sfidarmi quando l'avrai superata !"
:[align=center]:\s[i]You find an object at the bottom of the barrel.\s[r],:[align=center]:\s[i]Vous trouvez un objet au fond du tonneau.\s[r],:[align=center]:\s[i]Encuentras un objeto en el fondo del barril.\s[r],:[align=center]:\s[i]Trovi un oggetto sul fondo del barile.\s[r]
